"code","name","high","low","close","volume","change","direction","price","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"JWN","Nordstrom","20.96","18.94","19.60","7,813,427","-1.26","","6.04","Consumer Services","Clothing/Shoe/Accessory Stores","19.41","2.36","2.11","3.61","8.94","0.47","1.69B","166.22M","3.47B","19.67 - 46.45"
"JWS.S","Jaws Mustang Acquisition Corp [Jwsm.U]","10.05","10.03","10.04","14,760","-0.01","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"JWS.T","Jaws Mustang Acquisition Corp WT","1.110","1.080","1.090","15,592","-0.010","","0.91","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"JWSM","Jaws Mustang Acquisition Corp Cl A","9.790","9.770","9.790","74,147","0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"JXN","Jackson Financial Inc Cl A","39.46","37.05","37.21","1,226,336","-1.75","","4.49","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"K","Kellogg Company","63.65","62.15","63.51","1,417,498","0.89","","1.42","Consumer Non-Durables","Packaged Foods","27.28","2.49","2.21","3.52","11.42","1.63","2.27B","345.17M","21.61B","56.61 - 68.60"
"KAH.U","KKR Acquisition Holdings [Kahc.U]","10.08","10.02","10.02","6,688","-0.06","","0.60","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KAH.W","KKR Acquisition Holdings WT [Kahc/W]","1.110","1.040","1.050","30,598","-0.010","","0.94","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KAHC","KKR Acquisition Holdings I Corp Cl A","9.790","9.770","9.770","15,310","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KAI","Kadant Inc","225.5","222.8","224.8","14,913","-1.2","","0.54","Technology","Industrial Machinery/Components","34.04","3.17","3.03","0.82","3.64","2.69","67.05M","10.96M","2.48B","129.55 - 240.47"
"KAMN","Kaman Corp","41.19","40.33","40.86","96,721","-0.32","","0.78","","","30.39","2.25","1.86","1.43","2.59","0.88","161.23M","27.98M","1.15B","33.93 - 59.80"
"KAR","Kar Auction Services Inc","16.24","15.53","15.62","677,149","-0.42","","2.62","Consumer Durables","Automotive Aftermarket","28.83","1.31","1.63","2.72","4.41","1.94","790.10M","137.26M","2.20B","13.55 - 20.85"
"KB","KB Financial Group Inc ADR","48.42","48.01","48.22","118,148","-0.81","","1.65","Finance","Commercial Banks","8.14","N/A","6.45","N/A","0.72","2.93","N/A","396.57M","19.44B","36.26 - 53.67"
"KBH","KB Home","45.83","43.61","43.94","970,671","-0.67","","1.50","Capital Goods","Homebuilding","19.38","0.63","1.4","0.37","1.26","0.56","268.93M","86.51M","3.86B","31.76 - 52.48"
"KBR","KBR Inc","45.58","44.81","45.16","779,145","-0.48","","1.05","Basic Industries","Military/Government/Technical","N/A","N/A","N/A","1.73","3.12","0.58","9.00M","139.69M","6.38B","27.91 - 47.43"
"KCG.U","Kensington Capital Acquisition [Kcgi.U]","10.67","10.67","10.67","2,000","0.10","","0.92","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KCG.W","Kensington Capital Acquisition WT","1.0200","0.9300","0.9900","184,527","-0.0100","","1.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KCGI","Kensington Capital Acquisition Corp V Cl","9.860","9.830","9.850","58,934","0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KD","Kyndryl Hldgs Inc","18.39","17.37","18.11","1,773,770","-0.05","","0.28","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KEN","Kenon Holdings Ltd","46.66","45.28","45.38","8,922","-1.28","","2.74","","","N/A","N/A","N/A","N/A","1.29","0.43","522.12M","52.94M","2.47B","26.15 - 48.61"
"KEP","Korea Electric Power Corp ADR","9.150","9.020","9.040","78,601","-0.290","","3.11","Public Utilities","Electric Utilities: Central","5.81","N/A","3.01","N/A","0.35","0.43","15.55B","1.28B","11.98B","8.66 - 12.98"
"KEX","Kirby Corp","58.55","57.38","57.90","397,333","-0.05","","0.09","Consumer Services","Marine Transportation","31.81","3.66","2.18","N/A","1.49","2.01","405.46M","54.03M","3.13B","47.58 - 70.60"
"KEY","Keycorp","22.94","22.43","22.51","6,602,217","-0.50","","2.17","Finance","Major Banks","18.24","1.68","1.01","2.05","1.42","3.54","N/A","1.09B","25.03B","15.25 - 24.57"
"KEY-I","Keycorp [Key/Pi]","29.80","29.48","29.75","28,175","0.17","","0.57","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","27.40 - 31.21"
"KEY-J","Keycorp [Key/Pj]","26.36","26.21","26.28","5,503","0.09","","0.34","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.74 - 28.08"
"KEY-K","Keycorp [Key/Pk]","26.50","26.32","26.50","10,962","0.16","","0.61","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.11 - 28.54"
"KEYS","Keysight Technologies Inc Comm","205.5","201.3","204.7","737,014","2.9","","1.41","","","33.78","2.58","1.31","N/A","3.6","2.61","550.00M","186.05M","37.55B","122.12 - 204.05"
"KF","Korea Fund","41.08","40.50","40.84","4,091","-0.53","","1.28","Finance","Closed-End Fund - Foreign","N/A","N/A","0.74","N/A","N/A","N/A","N/A","N/A","N/A","37.63 - 46.88"
"KFS","Kingsway Financial Services","5.500","5.450","5.470","24,794","-0.020","","0.36","Finance","Property-Casualty Insurers","N/A","N/A","N/A","N/A","2.6","0.62","N/A","21.46M","117.81M","4.07 - 5.80"
"KFY","Korn/Ferry International","77.25","75.97","76.46","315,322","-1.36","","1.75","Technology","Diversified Commercial Services","21.65","1.41","1.91","0.97","2.1","1.47","196.45M","56.49M","4.40B","39.43 - 84.68"
"KGC","Kinross Gold Corp","5.380","5.180","5.220","21,729,366","-0.100","","1.88","Basic Industries","Precious Metals","94.05","N/A","0.04","N/A","1.12","1.39","1.04B","1.25B","6.65B","5.18 - 8.34"
"KIM","Kimco Realty Corp","23.08","22.61","22.97","2,241,347","0.01","","0.04","Consumer Services","Real Estate Investment Trusts","37.39","4.88","0.49","6.11","1.49","6.64","764.78M","425.38M","9.77B","14.03 - 24.95"
"KIM-L","Kimco Realty Corp [Kim/Pl]","25.71","25.62","25.68","2,099","0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.11 - 26.73"
"KIM-M","Kimco Realty Corp [Kim/Pm]","26.07","25.90","25.95","2,426","-0.05","","0.19","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.45 - 27.08"
"KIND","Nextdoor Holdings Inc.","9.600","8.070","8.270","2,595,028","-1.270","","13.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KIO","KKR Income Opportunities Fund","16.05","15.82","15.88","79,029","-0.05","","0.31","","","N/A","N/A","N/A","8.42","N/A","N/A","N/A","N/A","N/A","14.22 - 16.99"
"KKR","KKR & Co. LP","75.49","72.51","72.67","2,178,959","-2.67","","3.54","Finance","Investment Managers","8.72","0.13","2.34","3.35","1.54","1.8","N/A","469.78M","35.39B","37.49 - 83.90"
"KKR-C","KKR & Co. Inc [Kkr/Pc]","93.16","90.64","90.78","24,174","-2.74","","2.93","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","56.45 - 103.54"
"KKRS","KKR Group Finance Co. Ix Llc","25.95","25.90","25.92","12,559","0.02","","0.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KL","Kirkland Lake Gold Ltd","38.84","37.67","38.63","1,284,055","0.78","","2.06","","","30.54","N/A","0.41","0.25","N/A","N/A","N/A","209.07M","7.91B","31.72 - 46.98"
"KLR","Kaleyra Inc","9.960","9.540","9.550","144,162","-0.250","","2.55","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KMB","Kimberly-Clark Corp","139.7","135.6","139.3","1,414,393","3.2","","2.36","Consumer Durables","Containers/Packaging","18.77","3.37","5.99","3.42","393.04","2.21","4.07B","353.26M","48.07B","125.27 - 143.37"
"KMF","Kayne Anderson Midstream Energy Fund","7.240","7.030","7.070","111,644","-0.170","","2.35","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.48 - 7.92"
"KMI","Kinder Morgan","16.20","15.79","15.95","10,803,267","-0.21","","1.30","Public Utilities","Oil & Gas Production","59.5","2.81","0.3","2.78","1.14","2.98","6.10B","2.23B","36.09B","13.47 - 19.29"
"KMPR","Kemper Corp","53.99","52.36","53.80","209,990","1.06","","2.01","","","61.24","4.37","0.99","1.58","1.53","1.19","169.90M","51.36M","2.71B","52.67 - 83.98"
"KMT","Kennametal Inc","36.33","35.48","35.67","356,879","-0.71","","1.95","Capital Goods","Industrial Machinery/Components","70.51","0.56","0.61","1.87","3.4","1.68","296.82M","80.68M","2.94B","32.50 - 43.04"
"KMX","Carmax Inc","150.3","143.0","143.3","672,373","-6.2","","4.14","Consumer Durables","Automotive Aftermarket","20.48","1.5","3.63","N/A","4.25","0.78","1.33B","182.36M","27.26B","90.30 - 155.98"
"KN","Knowles Corp","22.21","21.90","22.09","706,319","0.07","","0.32","","","N/A","1.21","N/A","N/A","1.39","1.62","141.10M","89.49M","1.97B","17.12 - 22.88"
"KNOP","Knot Offshore Partners LP","13.75","12.10","13.05","142,997","-0.59","","4.33","","","10.75","10.35","2.2","8.74","1.24","3.83","140.66M","30.25M","412.64M","12.34 - 20.34"
"KNX","Knight-Swift Transporation Inc","61.87","60.48","61.28","1,160,541","0.32","","0.52","Transportation","Trucking Freight/Courier Services","42.96","1.72","0.97","0.58","4.09","3","243.34M","80.63M","4.92B","39.17 - 61.45"
"KO","Coca-Cola Company","57.93","56.96","57.78","24,103,707","1.50","","2.67","Consumer Non-Durables","Beverages (Production/Distribution)","48.65","4.81","0.95","3.2","8.97","5.07","10.89B","4.27B","240.05B","48.11 - 57.56"
"KODK","Eastman Kodak","5.450","5.180","5.240","1,183,960","-0.250","","4.55","","","9.8","N/A","0.56","N/A","N/A","0.16","240.00M","42.49M","233.27M","5.25 - 13.99"
"KOF","Coca Cola Femsa S.A.B. DE C.V. ADR","51.75","50.83","51.16","86,049","-0.54","","1.04","Consumer Non-Durables","Beverages (Production/Distribution)","18.3","1.08","3.82","2.54","2.34","1.3","2.13B","210.07M","10.86B","41.53 - 59.07"
"KOP","Koppers Holdings Inc","31.66","30.75","30.92","70,153","-0.87","","2.74","Basic Industries","Forest Products","24.8","1.01","1.96","N/A","14.71","0.72","169.90M","20.74M","659.30M","26.24 - 39.44"
"KOR.W","Kore Group Holdings WT [Kore/W]","1.0400","0.9200","0.9500","69,805","-0.1200","","11.21","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KORE","Kore Group Holdings Inc","7.010","6.400","6.490","116,322","-0.430","","6.21","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KOS","Kosmos Energy Ltd","3.930","3.690","3.690","7,014,367","-0.240","","6.11","","","N/A","N/A","N/A","N/A","2.81","6.75","42.91M","388.67M","1.53B","1.80 - 4.24"
"KR","Kroger Company","45.96","44.39","45.63","6,517,451","1.03","","2.31","Consumer Services","Food Chains","12.44","N/A","1.65","2.43","3.02","0.16","5.56B","889.65M","39.68B","30.35 - 47.99"
"KRA","Kraton Performance Polymers Inc","46.33","45.69","46.30","368,618","0.01","","0.02","Basic Industries","Major Chemicals","34.8","0.28","1.39","N/A","2.82","0.82","338.62M","31.15M","1.44B","25.45 - 46.60"
"KRC","Kilroy Realty Corp","67.59","65.83","67.24","410,370","-0.27","","0.40","Consumer Services","Real Estate Investment Trusts","51.29","6.96","1.38","2.42","1.88","9.97","400.80M","98.33M","6.64B","54.26 - 74.05"
"KRE-A","KKR Real Estate Finance Trust Inc","25.53","25.40","25.52","7,461","-0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KREF","KKR Real Estate Finance Trust Inc","21.06","20.58","20.88","314,669","-0.18","","0.85","","","13.17","5.18","1.54","7.28","1.03","18.37","N/A","53.59M","1.13B","17.10 - 23.42"
"KRG","Kite Realty Group Trust","21.39","20.66","20.78","1,189,802","-0.43","","2.03","Consumer Services","Real Estate Investment Trusts","135.07","N/A","0.14","6.39","0.98","4.39","224.39M","83.55M","1.77B","14.30 - 23.14"
"KRO","Kronos Worldwide Inc","14.62","14.26","14.44","131,118","-0.13","","0.89","Basic Industries","Major Chemicals","11.21","N/A","2.4","2.24","5.01","2.07","240.60M","115.77M","1.69B","12.06 - 18.41"
"KRP","Kimbell Royalty Partners","14.15","13.49","13.54","408,298","-0.06","","0.44","","","N/A","N/A","N/A","7.09","1.03","19.08","7.45M","16.50M","224.35M","7.65 - 15.82"
"KSM","Scudder Strategic Municiple Income Trust","12.70","12.56","12.56","18,722","0.02","","0.16","Finance","Closed-End Fund - Debt","N/A","N/A","0.04","N/A","N/A","N/A","N/A","N/A","N/A","11.15 - 12.99"
"KSS","Kohl's Corp","51.96","47.41","48.50","5,169,067","-3.26","","6.30","Consumer Services","Department/Specialty Retail Stores","10.9","1.72","3.91","4.98","1.5","0.41","2.31B","168.62M","8.73B","36.78 - 64.80"
"KSU","Kansas City Southern","297.0","289.0","293.7","9,750,260","-5.0","","1.66","Transportation","Railroads","20.98","1.52","4.97","1.38","2.63","4.47","1.18B","105.41M","31.48B","190.64 - 315.39"
"KSU.P","Kansas City Southern [Ksu/P]","37.51","37.38","37.42","723","-0.33","","0.87","Transportation","Railroads","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30.20 - 62.00"
"KT","Korea Telecom Corp ADR","13.18","13.05","13.06","417,150","-0.03","","0.23","Public Utilities","Telecommunications Equipment","10.98","N/A","1.29","2.49","0.67","0.33","4.05B","490.09M","6.42B","10.41 - 15.35"
"KTB","Kontoor Brands Inc","53.10","51.61","52.54","495,567","-0.41","","0.77","","","N/A","N/A","N/A","7.01","N/A","N/A","N/A","N/A","N/A","35.48 - 69.16"
"KTF","Scudder Municiple Income Trust","11.88","11.81","11.88","61,293","0.02","","0.17","Finance","Closed-End Fund - Debt","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11.22 - 12.58"
"KTH","Lehman Abs Corp","32.10","31.75","31.75","1,779","0.00","","0.00","Finance","Finance: Consumer Services","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30.15 - 34.50"
"KTN","Lehman Abs Corp","32.25","32.17","32.25","300","-0.10","","0.30","Finance","Finance: Consumer Services","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30.23 - 35.22"
"KUKE","Kuke Music Holding Ltd ADR","3.640","3.470","3.580","69,024","-0.120","","3.24","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KW","Kennedy-Wilson Holdings Inc","22.50","22.20","22.33","380,322","-0.11","","0.49","Finance","Real Estate","102.91","N/A","0.19","3.45","2.19","3.1","234.50M","114.14M","2.56B","16.85 - 24.02"
"KWA.U","Kingswood Acquisition Corp [Kwac.U]","10.47","10.47","10.47","600","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.10 - 11.17"
"KWA.W","Kingswood Acquisition Corp WT [Kwac/W]","0.5400","0.4800","0.5400","19,237","-0.0200","","3.57","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KWAC","Kingswood Acquisition Corp Cl A","10.13","10.13","10.13","4,069","-0.01","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"KWR","Quaker Chemical Corp","238.7","234.2","237.2","38,509","-1.5","","0.63","Basic Industries","Major Chemicals","39.84","2.67","3.93","0.94","4.7","2.59","106.55M","13.34M","3.18B","220.73 - 301.99"
"KYN","Kayne Anderson MLP Investment Company","7.770","7.470","7.540","1,063,392","-0.290","","3.70","Finance","Closed-End Fund - Debt","N/A","N/A","8.56","N/A","N/A","N/A","N/A","N/A","N/A","5.57 - 9.30"
"L","Loews Corp","57.14","56.00","56.88","444,286","-0.22","","0.39","Finance","Property-Casualty Insurers","14.17","5.73","3.38","0.52","0.87","1.23","3.33B","336.60M","19.22B","42.86 - 59.39"
"LAC","Lithium Americas Corp","33.96","30.42","31.64","3,994,635","-1.97","","5.86","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8.95 - 41.56"
"LAD","Lithia Motors","289.2","281.0","283.7","334,067","-5.0","","1.73","Consumer Durables","Automotive Aftermarket","13.59","0.53","8.3","0.98","2.79","0.3","427.14M","25.02M","7.22B","268.08 - 417.98"
"LADR","Ladder Capital Corp","11.53","11.26","11.35","581,235","-0.24","","2.07","","","11.86","1.85","1.14","8.94","1.02","3.55","N/A","86.22M","999.29M","9.26 - 12.65"
"LAIX","Laix Inc ADR","0.7700","0.7200","0.7300","45,378","-0.0400","","5.19","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.68 - 11.65"
"LAW","CS Disco Inc","38.27","36.27","37.45","512,721","-0.76","","1.99","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"LAZ","Lazard Ltd","43.39","42.34","42.95","588,725","-0.50","","1.15","Finance","Investment Managers","13.37","1.41","3.53","3.6","4.46","2.1","N/A","121.61M","5.29B","38.68 - 53.00"
"LBRT","Liberty Oilfield Services Inc","10.350","9.780","9.970","1,108,345","-0.480","","4.59","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8.50 - 17.78"
"LC","Lendingclub Corp","29.24","26.60","26.89","2,984,153","-2.35","","8.03","","","N/A","N/A","N/A","N/A","2.42","4.62","N/A","411.36M","12.03B","8.08 - 49.21"
"LCI","Lannett Co. Inc","2.040","1.780","1.800","498,271","-0.160","","8.16","","","N/A","N/A","N/A","N/A","1.49","1.32","245.00M","37.28M","73.08M","1.53 - 10.70"
"LCII","Lci Industries","160.4","158.3","159.0","94,398","-0.6","","0.36","","","22.62","1.44","5.54","1.6","5.03","1.67","260.20M","24.91M","3.98B","122.99 - 163.33"
"LCW","Learn Cw Investment Corporation Cl A","9.770","9.760","9.770","700","0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"LCW.U","Learn Cw Investment Corporation Units","10.05","9.80","10.05","11,400","0.02","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"LCW.W","Learn Cw Investment Corporation WT","0.5600","0.5600","0.5600","100","0.0100","","1.82","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"LDI","Loandepot Inc Cl A","4.810","4.460","4.580","1,404,545","-0.130","","2.76","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"LDOS","Leidos Holdings Inc","90.17","88.12","90.10","932,067","2.00","","2.27","","","27.94","2.36","2.23","2.05","2.93","0.98","954.00M","151.22M","13.32B","87.45 - 113.75"
"LDP","Cohen & Steers Ltd Duration Prfd Income","26.90","26.64","26.72","30,693","-0.19","","0.71","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.74 - 27.75"
"LEA","Lear Corp","188.0","180.6","183.4","472,663","-4.2","","2.26","Capital Goods","Auto Parts:O.E.M.","11.66","0.63","15.01","1.13","3.33","0.63","1.97B","68.08M","12.77B","144.77 - 204.91"
"LEA.U","Ribbit Leap Ltd Cl A [Leap.U]","10.76","10.43","10.43","992","-0.64","","5.78","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.11 - 17.00"
"LEA.W","Ribbit Leap Ltd [Leap/W]","1.390","1.260","1.390","1,197","-0.170","","10.90","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.13 - 6.00"
"LEAP","Ribbit Leap Ltd Cl A","10.36","10.10","10.11","63,065","-0.23","","2.22","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.78 - 16.36"
"LEG","Leggett & Platt Inc","41.75","40.36","41.25","1,400,722","-0.56","","1.34","Consumer Durables","Home Furnishings","19.62","N/A","2.52","2.99","5.63","1.68","575.80M","132.25M","5.53B","39.87 - 59.16"
"LEJU","Leju Holdings Ltd ADR","0.9900","0.9100","0.9100","15,815","-0.0700","","7.14","","","N/A","N/A","N/A","N/A","0.68","0.62","N/A","186.00M","182.28M","0.86 - 3.97"
"LEN","Lennar Corp","117.5","113.0","113.3","3,853,246","-3.7","","3.12","Basic Industries","Homebuilding","16.72","N/A","3.47","0.28","1.82","1.12","1.40B","235.30M","27.51B","71.52 - 117.25"
"LEN.B","Lennar Corp Cl B","94.92","91.67","91.80","56,469","-2.24","","2.38","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","57.60 - 95.81"
"LEO","Dreyfus Strategic Municipals","8.390","8.320","8.370","231,629","-0.020","","0.24","Finance","Closed-End Fund - Debt","N/A","N/A","0.08","N/A","N/A","N/A","N/A","N/A","N/A","8.21 - 9.50"
"LEV","The Lion Electric CO","10.480","9.670","9.750","1,197,784","-0.720","","6.87","Finance","Property Management","N/A","N/A","N/A","N/A","0.34","0.34","N/A","19.82K","207.72K","1.40 - 10.62"
"LEV.W","The Lion Electric CO WT","3.180","2.880","2.920","40,922","-0.260","","8.18","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"LEVI","Levi Strauss & Co. Cl A","25.19","24.20","24.57","1,083,979","-0.70","","2.77","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19.25 - 30.84"
"LFC","China Life Insurance Company Ltd ADR","8.460","8.390","8.400","390,741","-0.120","","1.41","Finance","Life Insurance","30.02","N/A","0.56","1.07","1.94","0.99","5.79B","5.65B","48.16B","7.85 - 11.76"
"LFG","Archaea Energy Inc","21.00","19.06","19.06","505,331","-1.40","","6.84","Finance","Surety & Title Insurance","N/A","N/A","N/A","3.2","0.45","0.15","67.50M","17.29K","353.73K","22.17 - 97.88"
"LFG.W","Archaea Energy Inc WT","7.070","6.460","6.480","21,000","-0.420","","6.09","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"LFT","Lument Finance Trust Inc","3.820","3.750","3.790","21,564","0.010","","0.26","Technology","EDP Services","N/A","0.43","N/A","N/A","1.88","4.71","6.60M","57.05M","215.66M","2.96 - 4.48"
