"","code","name","high","low","close","volume","change","direction","price","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"1843","JAT.W","Jatt Acquisition Corp WT [Jatt/W]","0.5100","0.5000","0.5000","886","-0.0101","","1.98","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1844","JATT","Jatt Acquisition Corp Cl A","9.850","9.850","9.850","302","0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1845","JBGS","Jbg Smith Properties","28.49","27.72","28.14","902,433","-0.21","","0.74","","","N/A","N/A","0.4","N/A","N/A","N/A","N/A","118.08M","3.32B","27.12 - 34.98"
"1846","JBI","Janus International Group Inc","12.79","11.97","12.02","471,224","-0.62","","4.91","Finance","Finance: Consumer Services","N/A","N/A","N/A","7.68","N/A","N/A","N/A","N/A","N/A","25.12 - 27.35"
"1847","JBK","Lehman Abs Corp","31.96","31.00","31.96","201","0.96","","3.10","Finance","Finance: Consumer Services","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.29 - 33.85"
"1848","JBL","Jabil Circuit","65.87","64.18","65.40","2,010,058","3.68","","5.96","Technology","Electrical Products","41.22","0.9","0.69","1.15","2.12","0.26","1.33B","178.62M","11.68B","39.32 - 65.79"
"1849","JBT","John Bean Technologies Corp","163.2","157.8","162.0","122,717","3.6","","2.25","Technology","Industrial Machinery/Components","42.62","2.33","2.58","0.36","8.73","2.37","166.80M","31.62M","5.12B","110.53 - 177.56"
"1850","JCE","Nuveen Core Equity Alpha Fund","17.75","17.22","17.24","45,215","-0.41","","2.32","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.55 - 17.99"
"1851","JCI","Johnson Controls Intl","79.48","78.63","79.32","2,311,676","0.34","","0.43","Consumer Durables","Industrial Specialties","N/A","1.27","N/A","2.37","1.99","0.87","4.37B","932.33M","73.95B","44.91 - 81.15"
"1852","JCO","Nuveen Credit Opportunities 2022 Target","8.170","8.120","8.130","89,982","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.50M","207.32M","7.96 - 8.79"
"1853","JDD","Nuveen Diversified Dividend and","10.86","10.73","10.74","20,300","-0.04","","0.37","Finance","Closed-End Fund - Debt","N/A","N/A","1.08","N/A","N/A","N/A","N/A","N/A","N/A","8.53 - 11.05"
"1854","JEF","Jefferies Financial Group Inc","38.68","37.80","38.30","1,391,888","-0.03","","0.08","Finance","Investment Bankers/Brokers/Service","17.54","1.3","1.222","1.4","1.32","1.55","N/A","211.35M","8.09B","22.87 - 44.47"
"1855","JELD","Jeld-Wen Holding Inc","26.47","25.62","25.77","376,613","-0.41","","1.57","","","223.99","0.86","0.16","N/A","4.76","1.04","332.75M","105.18M","2.71B","22.70 - 31.47"
"1856","JEMD","Nuveen Emerging Markets Debt 2022 Target","7.670","7.610","7.660","33,441","0.030","","0.39","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.00M","99.58M","7.35 - 8.43"
"1857","JEQ","Japan Equity Fund","8.960","8.940","8.940","2,036","-0.030","","0.33","Finance","Closed-End Fund - Foreign","N/A","N/A","1.11","N/A","N/A","N/A","N/A","N/A","N/A","8.47 - 10.26"
"1858","JFR","Nuveen Floating Rate","10.27","10.21","10.24","116,505","0.01","","0.10","Finance","Closed-End Fund - Equity","N/A","N/A","1.93","N/A","N/A","N/A","N/A","N/A","N/A","8.69 - 10.45"
"1859","JGH","Nuveen Global High Income Fund","15.58","15.47","15.50","66,399","-0.01","","0.06","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","14.97 - 16.38"
"1860","JHAA","Nuveen High Income 2023 Target Term Fund","9.960","9.910","9.940","4,104","-0.040","","0.40","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.48 - 10.66"
"1861","JHG","Janus Henderson Group Plc","42.14","41.51","42.00","1,088,660","0.50","","1.20","","","32.29","1.06","1.07","3.65","1.59","6.46","269.88M","196.41M","8.25B","27.96 - 48.55"
"1862","JHI","John Hancock Investors Trust","19.11","18.43","18.68","13,954","-0.17","","0.89","Finance","Closed-End Fund - Equity","N/A","N/A","2.27","N/A","N/A","N/A","N/A","N/A","N/A","16.98 - 19.18"
"1863","JHS","John Hancock Income Securities Trust","15.42","15.19","15.20","15,734","-0.53","","3.37","Finance","Closed-End Fund - Equity","N/A","N/A","0.12","N/A","N/A","N/A","N/A","N/A","N/A","15.09 - 16.96"
"1864","JHX","James Hardie Industries Se ADR","41.36","40.74","41.02","21,486","0.26","","0.64","Capital Goods","Building Materials","27.07","N/A","0.56","2.54","N/A","3.38","429.50M","440.85M","18.08B","27.50 - 41.85"
"1865","JILL","J. Jill Inc","15.59","14.95","15.39","114,000","-0.12","","0.77","","","8.21","0.41","0.68","N/A","1.69","0.36","105.26M","43.75M","673.27M","3.41 - 24.50"
"1866","JKS","Jinkosolar Holding Company Ltd ADR","48.43","45.20","45.76","794,890","-0.76","","1.63","Technology","Semiconductors","4.01","N/A","6.44","N/A","0.8","0.22","204.44M","32.55M","1.49B","28.39 - 85.32"
"1867","JLL","Jones Lang Lasalle Inc","263.4","257.2","260.0","188,094","0.9","","0.34","Finance","Real Estate","19.23","1.62","6.62","0.55","1.93","0.79","651.60M","45.30M","11.78B","141.39 - 273.19"
"1868","JLS","Nuveen Mortgage Opportunity Term Fund","20.91","20.86","20.87","1,851","-0.05","","0.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19.36 - 21.82"
"1869","JMIA","Jumia Technologies Ag ADR","14.23","12.73","12.98","5,063,526","-0.59","","4.35","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.94 - 69.89"
"1870","JMM","Nuveen Multi-Market Income Fund Inc","7.426","7.410","7.410","3,936","-0.030","","0.40","","","N/A","N/A","0.5","N/A","N/A","N/A","N/A","N/A","N/A","6.42 - 7.71"
"1871","JMP","JMP Group Inc","7.510","7.490","7.500","41,700","0.020","","0.27","Finance","Investment Bankers/Brokers/Service","N/A","N/A","N/A","6.55","1.13","0.99","N/A","21.54M","161.52M","2.94 - 8.99"
"1872","JNJ","Johnson & Johnson","166.7","164.7","165.5","6,328,572","-0.4","","0.25","Consumer Durables","Major Pharmaceuticals","24.66","2.79","5.75","2.37","5.29","5.12","25.02B","2.68B","444.18B","148.99 - 179.92"
"1873","JNPR","Juniper Networks","34.01","32.75","34.00","5,376,573","1.26","","3.85","Technology","Computer Communications Equipment","15.08","0.96","1.67","1.61","1.86","1.82","1.21B","380.16M","12.93B","21.42 - 33.11"
"1874","JOB.W","Joby Aviation Inc WT","1.810","1.700","1.740","31,302","-0.040","","2.25","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1875","JOBY","Joby Aviation Inc","7.000","6.760","6.790","1,618,773","-0.090","","1.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1876","JOE","St. Joe Company","50.96","49.56","50.15","68,615","-0.13","","0.26","Consumer Services","Homebuilding","64.87","N/A","0.28","N/A","2.02","14.16","8.60M","70.17M","3.52B","34.94 - 57.55"
"1877","JOF","Japan Smaller Capitalization Fund Inc","8.340","8.200","8.270","47,820","0.010","","0.12","Finance","Closed-End Fund - Foreign","N/A","N/A","2.52","N/A","N/A","N/A","N/A","N/A","N/A","7.97 - 9.81"
"1878","JP","Jupai Holdings Ltd ADR","1.060","1.040","1.050","44,287","0.030","","2.94","","","13.29","N/A","1.56","2.41","2.89","3.02","82.45M","29.90M","31.39M","0.95 - 4.97"
"1879","JPC","Nuveen Preferred and Convertible","9.500","9.410","9.430","131,590","-0.040","","0.42","Finance","Closed-End Fund - Debt","N/A","N/A","1.16","N/A","N/A","N/A","N/A","N/A","N/A","9.02 - 10.07"
"1880","JPI","Nuveen Preferred and Income Term Fund","24.80","24.65","24.65","37,996","-0.10","","0.40","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.48 - 26.48"
"1881","JPM","JP Morgan Chase & Company","161.7","159.1","159.8","10,129,939","-0.6","","0.40","Finance","Major Banks","14.66","1.75","6.94","2.2","1.55","3.85","N/A","3.53B","564.92B","118.11 - 172.96"
"1882","JPM-C","Jpmorgan Chase & Co. [Jpm/Pc]","27.16","26.92","26.94","69,540","-0.12","","0.44","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.62 - 28.87"
"1883","JPM-D","Jpmorgan Chase & Co. [Jpm/Pd]","26.52","26.40","26.45","147,340","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.19 - 28.75"
"1884","JPM-J","Jpmorgan Chase & Co. [Jpm/Pj]","25.95","25.85","25.88","64,581","-0.04","","0.15","Finance","Major Banks","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.32 - 27.82"
"1885","JPM-K","Jpmorgan Chase & Co.","25.90","25.68","25.71","42,684","-0.13","","0.50","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.32 - 25.50"
"1886","JPM-L","Jpmorgan Chase & Co.","25.98","25.76","25.76","67,681","-0.21","","0.81","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1887","JPM-M","Jpmorgan Chase & Co.","24.94","24.84","24.85","211,654","-0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1888","JPS","Nuveen Quality Preferred 2","9.490","9.420","9.460","277,830","0.040","","0.42","Finance","Closed-End Fund - Debt","N/A","N/A","0.96","N/A","N/A","N/A","N/A","N/A","N/A","9.12 - 10.07"
"1889","JPT","Nuveen Preferred and Income 2022 Term","24.30","24.25","24.30","19,455","0.05","","0.21","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.67 - 26.40"
"1890","JQC","Nuveen Preferred and Convertible 2","6.440","6.400","6.430","298,854","0.020","","0.31","Finance","Closed-End Fund - Debt","N/A","N/A","1.24","N/A","N/A","N/A","N/A","N/A","N/A","6.14 - 6.81"
"1891","JRI","Nuveen Real Asset Income and Gr","15.30","15.11","15.12","117,965","-0.09","","0.59","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.13 - 16.50"
"1892","JRO","Nuveen Floating Rate Income Opportuntiy","10.09","10.08","10.09","85,228","0.02","","0.20","Finance","Closed-End Fund - Debt","N/A","N/A","1.97","N/A","N/A","N/A","N/A","N/A","N/A","8.61 - 10.48"
"1893","JRS","Nuveen Real Estate Fund","12.17","11.99","12.09","44,857","0.07","","0.58","","","N/A","N/A","0.66","8.77","N/A","N/A","N/A","N/A","N/A","8.01 - 12.24"
"1894","JSD","Nuveen Short Duration Credit O","14.95","14.76","14.76","29,362","-0.07","","0.47","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.08 - 15.50"
"1895","JT","Jianpu Technology Inc ADR","1.090","1.000","1.070","124,496","0.010","","0.94","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.73 - 5.39"
"1896","JTA","Nuveen Tax-Advantaged Total Return","11.62","11.53","11.53","14,200","-0.04","","0.35","Finance","Closed-End Fund - Debt","N/A","N/A","0.63","N/A","N/A","N/A","N/A","N/A","N/A","9.00 - 12.18"
"1897","JTD","Nuveen Tax-Advantaged Dividend Growth","16.98","16.71","16.72","48,000","-0.11","","0.65","","","N/A","N/A","1.07","N/A","N/A","N/A","N/A","N/A","N/A","13.53 - 17.70"
"1898","JUN.U","Juniper II Corp. Units Each Consisting","10.15","10.10","10.12","6,338","-0.03","","0.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1899","JW.A","John Wiley Sons Cl A","56.73","55.52","55.66","173,222","0.04","","0.07","Consumer Services","Books","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43.00 - 66.04"
"1900","JW.B","John Wiley Sons Cl B","58.65","55.56","55.56","2,506","1.56","","2.89","Consumer Services","Books","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43.17 - 65.63"
"1901","JWN","Nordstrom","21.41","20.60","20.86","4,618,365","-0.19","","0.90","Consumer Services","Clothing/Shoe/Accessory Stores","19.41","2.36","2.11","3.61","8.94","0.47","1.69B","166.22M","3.47B","19.67 - 46.45"
"1902","JWS.S","Jaws Mustang Acquisition Corp [Jwsm.U]","10.05","10.04","10.05","7,410","-0.01","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1903","JWS.T","Jaws Mustang Acquisition Corp WT","1.100","1.070","1.100","43,404","-0.020","","1.79","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1904","JWSM","Jaws Mustang Acquisition Corp Cl A","9.790","9.770","9.780","821,106","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1905","JXN","Jackson Financial Inc Cl A","39.00","37.62","38.96","1,854,935","1.11","","2.93","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1906","K","Kellogg Company","62.77","62.06","62.62","1,798,191","0.59","","0.95","Consumer Non-Durables","Packaged Foods","27.28","2.49","2.21","3.52","11.42","1.63","2.27B","345.17M","21.61B","56.61 - 68.60"
"1907","KAH.U","KKR Acquisition Holdings [Kahc.U]","10.08","10.02","10.08","45,904","0.04","","0.40","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1908","KAH.W","KKR Acquisition Holdings WT [Kahc/W]","1.180","0.990","1.060","43,797","0.020","","1.92","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1909","KAHC","KKR Acquisition Holdings I Corp Cl A","9.800","9.770","9.790","87,882","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1910","KAI","Kadant Inc","230.1","224.9","226.0","25,339","-4.0","","1.75","Technology","Industrial Machinery/Components","34.04","3.17","3.03","0.82","3.64","2.69","67.05M","10.96M","2.48B","129.55 - 240.47"
"1911","KAMN","Kaman Corp","41.61","41.09","41.18","118,920","-0.10","","0.24","","","30.39","2.25","1.86","1.43","2.59","0.88","161.23M","27.98M","1.15B","33.93 - 59.80"
"1912","KAR","Kar Auction Services Inc","16.11","15.80","16.04","976,958","0.07","","0.44","Consumer Durables","Automotive Aftermarket","28.83","1.31","1.63","2.72","4.41","1.94","790.10M","137.26M","2.20B","13.55 - 20.85"
"1913","KB","KB Financial Group Inc ADR","49.14","48.87","49.03","198,804","0.17","","0.35","Finance","Commercial Banks","8.14","N/A","6.45","N/A","0.72","2.93","N/A","396.57M","19.44B","36.26 - 53.67"
"1914","KBH","KB Home","44.64","43.83","44.61","797,916","0.70","","1.59","Capital Goods","Homebuilding","19.38","0.63","1.4","0.37","1.26","0.56","268.93M","86.51M","3.86B","31.76 - 52.48"
"1915","KBR","KBR Inc","46.26","45.06","45.64","895,716","-0.05","","0.11","Basic Industries","Military/Government/Technical","N/A","N/A","N/A","1.73","3.12","0.58","9.00M","139.69M","6.38B","27.91 - 47.43"
"1916","KCG.U","Kensington Capital Acquisition [Kcgi.U]","10.67","10.67","10.67","2,000","0.10","","0.92","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1917","KCG.W","Kensington Capital Acquisition WT","1.0500","0.9800","1.0000","138,467","-0.0900","","8.26","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1918","KCGI","Kensington Capital Acquisition Corp V Cl","9.860","9.840","9.840","72,671","-0.027","","0.27","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1919","KD","Kyndryl Hldgs Inc","18.78","18.00","18.17","1,960,058","-0.03","","0.16","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1920","KEN","Kenon Holdings Ltd","47.83","45.96","46.66","11,237","-0.76","","1.61","","","N/A","N/A","N/A","N/A","1.29","0.43","522.12M","52.94M","2.47B","26.15 - 48.61"
"1921","KEP","Korea Electric Power Corp ADR","9.400","9.280","9.330","95,494","-0.050","","0.53","Public Utilities","Electric Utilities: Central","5.81","N/A","3.01","N/A","0.35","0.43","15.55B","1.28B","11.98B","8.66 - 12.98"
"1922","KEX","Kirby Corp","58.88","57.18","57.95","348,269","-0.06","","0.10","Consumer Services","Marine Transportation","31.81","3.66","2.18","N/A","1.49","2.01","405.46M","54.03M","3.13B","47.58 - 70.60"
"1923","KEY","Keycorp","23.20","22.72","23.01","5,177,053","0.02","","0.09","Finance","Major Banks","18.24","1.68","1.01","2.05","1.42","3.54","N/A","1.09B","25.03B","15.25 - 24.57"
"1924","KEY-I","Keycorp [Key/Pi]","29.73","29.48","29.58","95,914","-0.08","","0.27","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","27.40 - 31.21"
"1925","KEY-J","Keycorp [Key/Pj]","26.50","26.14","26.19","8,468","-0.19","","0.72","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.74 - 28.08"
"1926","KEY-K","Keycorp [Key/Pk]","26.57","26.34","26.34","77,854","-0.15","","0.57","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.11 - 28.54"
"1927","KEYS","Keysight Technologies Inc Comm","202.1","198.9","201.9","808,743","1.2","","0.61","","","33.78","2.58","1.31","N/A","3.6","2.61","550.00M","186.05M","37.55B","122.12 - 204.05"
"1928","KF","Korea Fund","41.65","41.16","41.37","2,020","0.18","","0.44","Finance","Closed-End Fund - Foreign","N/A","N/A","0.74","N/A","N/A","N/A","N/A","N/A","N/A","37.63 - 46.88"
"1929","KFS","Kingsway Financial Services","5.500","5.370","5.490","12,601","0.140","","2.62","Finance","Property-Casualty Insurers","N/A","N/A","N/A","N/A","2.6","0.62","N/A","21.46M","117.81M","4.07 - 5.80"
"1930","KFY","Korn/Ferry International","78.22","76.79","77.82","577,271","1.65","","2.17","Technology","Diversified Commercial Services","21.65","1.41","1.91","0.97","2.1","1.47","196.45M","56.49M","4.40B","39.43 - 84.68"
"1931","KGC","Kinross Gold Corp","5.370","5.240","5.330","22,352,300","0.060","","1.14","Basic Industries","Precious Metals","94.05","N/A","0.04","N/A","1.12","1.39","1.04B","1.25B","6.65B","5.18 - 8.34"
"1932","KIM","Kimco Realty Corp","23.47","22.81","22.96","4,466,612","-0.23","","0.99","Consumer Services","Real Estate Investment Trusts","37.39","4.88","0.49","6.11","1.49","6.64","764.78M","425.38M","9.77B","14.03 - 24.95"
"1933","KIM-L","Kimco Realty Corp [Kim/Pl]","25.75","25.49","25.67","12,424","-0.03","","0.12","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.11 - 26.73"
"1934","KIM-M","Kimco Realty Corp [Kim/Pm]","26.06","25.89","26.00","12,663","-0.09","","0.34","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.45 - 27.08"
"1935","KIND","Nextdoor Holdings Inc.","10.790","9.450","9.540","1,575,481","-0.810","","7.83","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1936","KIO","KKR Income Opportunities Fund","16.12","15.90","15.94","123,119","-0.17","","1.06","","","N/A","N/A","N/A","8.42","N/A","N/A","N/A","N/A","N/A","14.22 - 16.99"
"1937","KKR","KKR & Co. LP","76.79","74.58","75.34","1,299,414","-0.42","","0.55","Finance","Investment Managers","8.72","0.13","2.34","3.35","1.54","1.8","N/A","469.78M","35.39B","37.49 - 83.90"
"1938","KKR-C","KKR & Co. Inc [Kkr/Pc]","93.90","92.77","93.52","25,832","-0.38","","0.40","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","56.45 - 103.54"
"1939","KKRS","KKR Group Finance Co. Ix Llc","26.00","25.85","25.90","23,019","0.04","","0.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1940","KL","Kirkland Lake Gold Ltd","38.52","37.76","37.85","1,190,598","-0.44","","1.15","","","30.54","N/A","0.41","0.25","N/A","N/A","N/A","209.07M","7.91B","31.72 - 46.98"
"1941","KLR","Kaleyra Inc","10.410","9.690","9.800","160,189","-0.440","","4.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"1942","KMB","Kimberly-Clark Corp","136.7","135.8","136.1","1,137,217","0.5","","0.34","Consumer Durables","Containers/Packaging","18.77","3.37","5.99","3.42","393.04","2.21","4.07B","353.26M","48.07B","125.27 - 143.37"
"1943","KMF","Kayne Anderson Midstream Energy Fund","7.330","7.210","7.240","137,414","-0.060","","0.82","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.48 - 7.92"
"1944","KMI","Kinder Morgan","16.17","15.93","16.16","14,328,275","0.15","","0.94","Public Utilities","Oil & Gas Production","59.5","2.81","0.3","2.78","1.14","2.98","6.10B","2.23B","36.09B","13.47 - 19.29"
"1945","KMPR","Kemper Corp","53.93","52.49","52.74","208,492","-0.75","","1.40","","","61.24","4.37","0.99","1.58","1.53","1.19","169.90M","51.36M","2.71B","52.67 - 83.98"
"1946","KMT","Kennametal Inc","36.77","36.18","36.38","332,717","0.11","","0.30","Capital Goods","Industrial Machinery/Components","70.51","0.56","0.61","1.87","3.4","1.68","296.82M","80.68M","2.94B","32.50 - 43.04"
"1947","KMX","Carmax Inc","149.8","146.5","149.5","612,193","2.9","","1.96","Consumer Durables","Automotive Aftermarket","20.48","1.5","3.63","N/A","4.25","0.78","1.33B","182.36M","27.26B","90.30 - 155.98"
"1948","KN","Knowles Corp","22.08","21.80","22.02","456,897","0.15","","0.69","","","N/A","1.21","N/A","N/A","1.39","1.62","141.10M","89.49M","1.97B","17.12 - 22.88"
"1949","KNOP","Knot Offshore Partners LP","14.03","13.54","13.64","103,175","-0.35","","2.50","","","10.75","10.35","2.2","8.74","1.24","3.83","140.66M","30.25M","412.64M","12.34 - 20.34"
"1950","KNX","Knight-Swift Transporation Inc","61.30","60.15","60.96","1,142,231","0.89","","1.48","Transportation","Trucking Freight/Courier Services","42.96","1.72","0.97","0.58","4.09","3","243.34M","80.63M","4.92B","39.17 - 61.45"
