"code","name","high","low","close","volume","change_absolute","direction","change_percent","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"HVT.A","Haverty Furn Cl A SC","31.26","31.26","31.26","100","0.86","","2.83","Consumer Services","Other Specialty Stores","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.79 - 51.91"
"HWK.U","Hawks Acquisition Corp [Hwkz.U]","9.980","9.980","9.980","100","0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"HWK.W","Hawks Acquisition Corp WT [Hwkz/W]","0.4502","0.4400","0.4401","11,500","-0.0101","","2.24","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"HWKZ","Hawks Acquisition Corp Cl A","9.717","9.690","9.700","209,100","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"HWM","Howmet Aerospace Inc","30.68","29.61","29.68","2,070,900","-0.40","","1.33","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.91 - 36.03"
"HXL","Hexcel Corp","51.50","49.31","49.36","814,600","-1.03","","2.04","Basic Industries","Major Chemicals","22.42","2.63","2.73","0.82","4.19","2.85","442.00M","89.85M","4.65B","42.91 - 64.99"
"HY","Hyster-Yale Materials Handling","41.71","39.82","40.28","165,600","-0.15","","0.37","","","22.43","1.6","3.58","1.51","2.53","0.49","101.90M","16.44M","615.29M","35.30 - 102.17"
"HYB","New America High","9.220","9.150","9.160","43,400","-0.070","","0.76","Finance","Closed-End Fund - Debt","N/A","N/A","1.81","N/A","N/A","N/A","N/A","N/A","N/A","8.46 - 10.44"
"HYI","Western Asset High Yield Defined","15.13","15.04","15.04","39,300","-0.09","","0.59","Finance","Closed-End Fund - Debt","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","14.90 - 16.64"
"HYLN","Hyliion Hldg Corp Cl A","6.290","6.035","6.040","2,607,600","-0.150","","2.42","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.63 - 22.25"
"HYT","Blackrock High Yield Fund VI Inc","11.94","11.72","11.81","593,400","-0.20","","1.67","Finance","Closed-End Fund - Equity","N/A","N/A","2.46","N/A","N/A","N/A","N/A","N/A","N/A","11.00 - 12.69"
"HZN","Horizon Global Corp Comm","8.340","7.933","8.250","45,800","0.250","","3.13","","","N/A","1.58","N/A","N/A","2.92","0.56","58.76M","24.94M","201.23M","6.62 - 11.78"
"HZO","Marinemax Inc","56.60","54.36","54.63","194,100","-1.48","","2.64","Consumer Services","Other Specialty Stores","15.85","0.61","1","N/A","1.17","0.38","53.94M","24.28M","1.38B","30.12 - 70.89"
"HZO.U","Horizon Acquisition Corp II 6.375%","10.31","10.31","10.31","400","0.01","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.96 - 13.19"
"HZO.W","Horizon Acquisition Corp II WT [Hzon/W]","1.060","1.020","1.060","3,900","-0.060","","5.36","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.82 - 3.27"
"HZON","Horizon Acquisition Corp II Cl A","9.880","9.840","9.860","601,900","-0.040","","0.40","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.68 - 12.16"
"IAA","Iaa Inc","49.82","47.80","48.01","1,317,100","-1.13","","2.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","47.33 - 66.85"
"IAC.S","ION Acquisition Corp 2 [Iacb.U]","9.496","7.750","7.850","59,600","-2.100","","21.11","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IAC.T","ION Acquisition Corp 2 WT [Iacb/W]","1.550","1.285","1.375","62,300","-0.025","","1.79","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IACB","ION Acquisition Corp 2 Ltd Cl A","9.543","7.600","7.950","96,500","-1.420","","15.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IACC","ION Acquisition Corp 3 Ltd Cl A","9.780","9.750","9.750","120,200","-0.030","","0.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IAE","VOYA Asia Pacific High Dividend Equity","8.040","7.950","8.020","47,100","0.030","","0.38","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","7.90 - 9.74"
"IAG","Iamgold Corp","2.930","2.810","2.850","7,490,800","-0.070","","2.40","Basic Industries","Precious Metals","5.08","36.2","1.1","N/A","0.91","2.36","857.40M","464.99M","1.35B","2.16 - 3.95"
"IBA","Industrias Bachoco S.A. DE C.V. ADR","40.83","40.10","40.29","7,900","-0.53","","1.29","Consumer Non-Durables","Meat/Poultry/Fish","12.72","N/A","4.68","1.41","1.61","0.94","451.65M","49.93M","2.07B","38.30 - 47.80"
"IBE.U","Ibere Pharmaceuticals [Iber.U]","9.980","9.970","9.980","400","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IBE.W","Ibere Pharmaceuticals [Iber/W]","0.5600","0.5400","0.5600","19,000","0.0102","","1.86","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IBER","Ibere Pharmaceuticals Cl A","9.730","9.730","9.730","400","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IBM","International Business Machines","125.0","122.3","123.8","5,713,800","1.2","","0.96","Technology","Computer Manufacturing","12.82","4.76","11.99","3.9","7.27","1.82","17.76B","929.40M","115.33B","114.56 - 152.84"
"IBN","Icici Bank Ltd ADR","19.93","19.60","19.66","8,118,000","0.01","","0.05","Finance","Commercial Banks","17.53","N/A","0.5","0.8","1.71","2.8","N/A","3.20B","63.75B","13.44 - 22.14"
"IBP","Installed Building Products","137.0","133.4","136.5","271,100","-1.1","","0.79","","","51.19","1.21","1.3","N/A","11.3","2.1","121.83M","31.66M","4.44B","92.92 - 141.10"
"ICD","Independence Contract Drilling Inc","2.825","2.660","2.690","181,600","-0.100","","3.58","","","N/A","N/A","N/A","N/A","0.46","1.55","6.78M","37.68M","114.55M","2.52 - 7.97"
"ICE","Intercontinental Exchange","135.0","131.9","133.8","2,258,500","-1.8","","1.31","Finance","Investment Bankers/Brokers/Service","24.26","1.87","2.7","1.22","2.43","1.66","2.78B","115.00M","15.59B","107.66 - 139.79"
"ICL","Israel Chemicals Ltd","9.490","9.300","9.400","190,400","-0.090","","0.95","","","N/A","9.08","N/A","2.45","2.04","1.01","924.80M","1.27B","12.32B","4.49 - 9.76"
"ICN.U","Iconic Sports Acquisition Corp [Icnc.U]","10.12","10.10","10.10","34,700","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"ICR-A","Inpoint Coml Real Estate Income Inc","24.80","24.78","24.78","900","-0.27","","1.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IDA","Idacorp Inc","111.3","109.6","110.1","219,600","-0.9","","0.81","Public Utilities","Electric Utilities: Central","23.54","5.73","3.96","2.53","2.12","3.55","438.95M","50.44M","5.51B","85.30 - 110.21"
"IDE","VOYA Infrastructure Industrial","12.07","11.55","11.57","66,700","-0.15","","1.28","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.27 - 13.90"
"IDT","IDT Corp","46.12","42.74","43.72","182,800","-0.85","","1.91","Public Utilities","Telecommunications Equipment","37.97","N/A","0.35","5.6","2.31","0.22","23.53M","24.84M","1.09B","11.85 - 67.30"
"IEX","Idex Corp","236.7","232.9","234.1","200,200","-2.4","","1.01","Capital Goods","Fluid Controls","32.92","2.02","3.9","1.15","5.45","4.42","576.00M","76.32M","18.03B","185.23 - 238.56"
"IFF","International Flavors & Fragrances","147.8","144.9","145.7","1,668,600","-0.8","","0.54","Basic Industries","Major Chemicals","29.98","3.57","4.96","1.86","7.08","3.69","671.23M","78.96M","11.62B","103.94 - 157.08"
"IFI.U","Infint Acquisition Corp [Ifin.U]","10.07","10.05","10.07","9,500","0.01","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IFN","India Fund","22.17","21.85","21.97","108,600","-0.07","","0.32","Finance","Closed-End Fund - Foreign","N/A","N/A","N/A","11.47","N/A","N/A","N/A","N/A","N/A","19.34 - 23.78"
"IFS","Intercorp Financial Services Inc","23.83","22.88","23.81","33,300","0.24","","1.02","Basic Materials","Oil & Gas Equipment & Services","48.39","2.48","0.651","N/A","3.58","1.34","73.70M","39.82K","969.92K","17.67 - 35.96"
"IGA","VOYA Global Advantage and Premium","10.100","9.960","9.990","104,600","-0.040","","0.40","Finance","Closed-End Fund - Equity","N/A","N/A","1.98","N/A","N/A","N/A","N/A","N/A","N/A","8.54 - 10.33"
"IGD","VOYA Global Equity Dividend and Premium","6.020","5.938","5.990","302,100","0.030","","0.50","Finance","Closed-End Fund - Equity","N/A","N/A","1.37","N/A","N/A","N/A","N/A","N/A","N/A","5.13 - 6.25"
"IGI","Western Asset Investment Grade Defined","21.47","21.22","21.37","18,000","0.10","","0.47","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20.50 - 23.76"
"IGR","CBRE Global Real Estate Income Fund","9.260","9.150","9.250","209,600","0.040","","0.43","Finance","Closed-End Fund - Equity","N/A","N/A","0.22","N/A","N/A","N/A","N/A","N/A","N/A","6.56 - 9.44"
"IGT","International Game Technology","24.07","23.22","23.76","1,781,400","-0.29","","1.21","Consumer Durables","Miscellaneous manufacturing industries","N/A","N/A","N/A","3.51","1.34","0.93","1.45B","202.97M","5.07B","14.21 - 32.95"
"IH","Ihuman Inc ADR","3.140","2.810","2.810","65,000","-0.020","","0.71","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.35 - 24.50"
"IHC","Independence Holding Company","56.59","56.46","56.50","41,200","0.04","","0.07","Finance","Life Insurance","14.93","N/A","1.88","0.44","0.98","1.32","28.93M","14.98M","845.77M","36.99 - 57.43"
"IHD","VOYA Emerging Markets High Dividend","7.070","7.000","7.030","69,700","-0.010","","0.14","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","7.06 - 8.71"
"IHG","Intercontinental Hotels Group ADR","60.79","59.80","60.07","181,500","-0.37","","0.61","Consumer Services","Hotels/Resorts","24.68","N/A","2.23","1.19","N/A","6.19","780.00M","196.07M","12.32B","59.44 - 75.20"
"IHIT","Invesco High Income 2023 Target Term","9.650","9.310","9.360","65,100","-0.250","","2.60","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8.33 - 10.12"
"IHS","IHS Holding Limited","13.04","12.34","12.80","247,300","-0.18","","1.39","Technology","Computer Software: Programming, Data Processing","N/A","N/A","3.58","N/A","N/A","N/A","N/A","N/A","N/A","92.59 - 126.94"
"IHTA","Invesco High Income 2024 Target Term","9.920","9.838","9.912","3,700","0.052","","0.53","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8.59 - 10.10"
"IIA.U","Investindustrial Acquisition Corp","10.70","10.70","10.70","600","0.02","","0.19","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.95 - 11.57"
"IIA.W","Investindustrial Acquisition Corp","1.790","1.720","1.740","19,100","-0.050","","2.79","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IIAC","Investindustrial Acquisition Corp Cl A","10.08","9.99","10.05","89,200","0.02","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IIF","Morgan Stanley India Investment Fund Inc","26.26","26.02","26.20","61,800","0.08","","0.31","Finance","Closed-End Fund - Foreign","N/A","N/A","1.34","N/A","N/A","N/A","N/A","N/A","N/A","19.94 - 28.40"
"IIIN","Insteel Industries","39.19","37.61","38.76","138,800","0.85","","2.24","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IIM","Invesco Insured Muni Income Trust","16.75","16.40","16.72","57,200","0.22","","1.33","Finance","Closed-End Fund - Debt","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","15.03 - 17.29"
"IIP-A","Innovative Indl Pptys Inc [Iipr/Pa]","32.77","32.77","32.77","500","0.77","","2.39","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","29.40 - 40.00"
"IIPR","Innovative Industrial Properties","244.1","233.8","236.8","303,700","-9.2","","3.73","","","N/A","N/A","N/A","3.09","1.13","148.39","N/A","3.50M","893.61M","158.28 - 288.02"
"IMAX","Imax Corp","17.81","16.84","17.12","615,700","-0.23","","1.33","Miscellaneous","Industrial Machinery/Components","168.24","2.72","0.15","N/A","2.94","4.34","72.50M","64.66M","1.18B","13.60 - 25.05"
"IMP.U","Aea Bridges Impact Corp [Impx.U]","10.79","10.61","10.79","3,700","-0.05","","0.46","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.00 - 12.41"
"IMP.W","Aea Bridges Impact Corp WT [Impx/W]","1.380","1.250","1.379","1,332,300","-0.021","","1.51","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.58 - 2.33"
"IMPX","Aea-Bridges Impact Corp Cl A","10.11","9.99","10.09","3,795,800","-0.11","","1.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.58 - 11.42"
"INA.U","Insight Acquisition Corp [Inaq.U]","10.05","10.05","10.05","100","0.07","","0.70","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"INA.W","Insight Acquisition Corp WT [Inaq/W]","0.5300","0.4800","0.4998","33,000","-0.0002","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"INAQ","Insight Acquisition Corp Cl A","9.750","9.730","9.750","36,400","-0.001","","0.01","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"INFA","Informatica Inc Cl A","37.27","35.42","36.46","317,900","0.11","","0.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"INFO","IHS Markit Ltd","134.0","130.4","131.8","2,388,900","-2.4","","1.78","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","83.26 - 132.91"
"INFY","Infosys Ltd ADR","22.97","22.61","22.89","5,253,100","0.28","","1.24","","","15.81","1.62","0.95","2.66","3.23","3.31","2.81B","2.29B","53.01B","15.49 - 24.28"
"ING","ING Groep N.V. ADR","13.79","13.59","13.63","3,413,600","-0.01","","0.07","Finance","Life Insurance","12.07","N/A","1.53","3.05","1.21","3.45","N/A","3.88B","53.87B","8.66 - 15.65"
"INGR","Ingredion Inc","96.34","94.50","95.35","470,200","0.68","","0.72","","","18.95","8.7","6.65","1.91","3.36","1.55","1.05B","71.73M","6.91B","73.82 - 101.30"
"INN","Summit Hotel Properties","9.172","8.850","8.960","991,600","-0.030","","0.33","Consumer Services","Real Estate Investment Trusts","17.18","N/A","0.91","4.33","1.36","3.44","154.58M","104.46M","987.13M","8.06 - 11.32"
"INN-E","Summit Hotel Pptys Inc [Inn/Pe]","24.78","24.40","24.40","11,200","-0.35","","1.41","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.62 - 27.29"
"INN-F","Summit Hotel Properties Inc","24.90","24.39","24.44","27,300","-0.59","","2.36","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"INS","Intelligent Systems Corp","39.96","37.84","38.74","38,700","-0.94","","2.37","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"INS-A","International Seaways Inc [Insw/Pa]","27.01","25.80","25.90","1,400","-0.40","","1.52","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.21 - 27.29"
"INSI","Insight Select Income Fund","21.63","21.18","21.63","20,400","0.46","","2.17","","","N/A","N/A","1.45","N/A","N/A","N/A","N/A","N/A","N/A","19.90 - 23.27"
"INSP","Inspire Medical Systems Inc","221.9","210.7","213.4","285,900","-7.7","","3.49","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","159.18 - 286.29"
"INST","Instructure Holdings Inc","23.24","21.80","23.20","194,800","0.50","","2.20","","","N/A","N/A","N/A","N/A","N/A","7.25","N/A","29.38M","709.21M","37.06 - 54.31"
"INSW","International Seaways Inc","15.58","15.09","15.14","484,900","-0.21","","1.37","","","N/A","N/A","N/A","N/A","0.49","1.77","85.71M","29.25M","467.67M","13.77 - 22.39"
"INT","World Fuel Services Corp","27.34","26.12","26.23","352,400","-0.29","","1.09","Energy","Oil Refining/Marketing","19.95","1.63","1.53","0.67","1.24","0.08","259.20M","68.59M","1.88B","24.29 - 37.68"
"INVH","Invitation Homes Inc","43.16","41.97","42.14","3,910,700","-1.03","","2.39","","","N/A","N/A","N/A","1.39","1.94","7.47","430.36M","311.41M","13.31B","27.44 - 43.58"
"IO","ION Geophysical Corp","1.459","1.350","1.360","602,900","-0.070","","4.90","Energy","Oil & Gas Production","N/A","N/A","N/A","N/A","4.18","0.48","49.11M","11.88M","18.42M","0.98 - 5.35"
"ION.W","Ionq Inc WT [Ionq/W]","6.500","5.200","5.440","253,600","-0.910","","14.33","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IONQ","Ionq Inc","16.99","15.85","16.10","5,062,100","-0.57","","3.42","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IP","International Paper Company","46.27","45.40","45.54","6,462,600","-0.30","","0.65","Basic Industries","Paper","29.43","1.58","1.97","3.28","5.27","1.09","3.22B","412.94M","18.95B","45.07 - 65.27"
"IPG","Interpublic Group of Companies","37.01","36.30","36.65","5,579,400","-0.20","","0.54","Technology","Advertising","14.16","1.36","1.39","3.66","4","1.01","1.09B","393.49M","14.57B","22.99 - 39.35"
"IPI","Intrepid Potash Inc","41.53","40.01","40.99","61,500","0.73","","1.81","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","N/A","0.34","N/A","N/A","1.16","3.49","N/A","122.62M","5.18B","15.08 - 52.91"
"IPO.D","Social Capital Hedosophia IV Unit","10.80","10.72","10.74","8,200","-0.12","","1.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.20 - 19.47"
"IPO.F","Social Capital Hedosophia VI Unit","11.03","10.82","11.01","11,200","0.08","","0.73","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.03 - 19.35"
"IPO.V","Social Capital Hedosophia IV WT [Ipod/W]","2.200","2.070","2.100","15,100","-0.030","","1.41","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.35 - 6.68"
"IPO.Z","Social Capital Hedosophia VI WT [Ipof/W]","2.311","2.180","2.250","407,700","0.090","","4.17","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.20 - 6.97"
"IPOD","Social Capital Hedosophia Corp IV Cl A","10.28","10.18","10.22","284,800","-0.05","","0.49","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.82 - 18.31"
"IPOF","Social Capital Hedosophia Corp VI Cl A","10.48","10.31","10.40","1,812,500","0.07","","0.68","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.77 - 17.81"
"IPV.D","Interprivate II Acquisition Corp","9.907","9.907","9.907","1,800","-0.053","","0.54","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IPV.S","Interprivate III Finl Partners [Ipvf.U]","10.09","10.09","10.09","400","-0.19","","1.85","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IPV.T","Interprivate III Finl Partners WT","1.520","1.490","1.500","3,800","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IPV.V","Interprivate II Acquisition Corp WT","0.9599","0.9500","0.9599","2,700","-0.0200","","2.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IPVA","Interprivate II Acquisition Corp Cl A","9.730","9.720","9.730","5,900","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IPVF","Interprivate III Financial Partners Inc","9.906","9.900","9.900","32,700","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IQI","Invesco Quality Muni Income Trust","13.38","13.30","13.38","64,600","0.04","","0.30","Finance","Closed-End Fund - Debt","N/A","N/A","0.102","N/A","N/A","N/A","N/A","N/A","N/A","12.41 - 13.98"
"IQV","Iqvia Holdings Inc","269.2","259.9","262.7","785,000","-7.1","","2.63","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","165.52 - 272.93"
"IR","Ingersoll Rand Inc","59.58","57.44","58.08","3,209,000","-1.56","","2.62","Capital Goods","Auto Parts:O.E.M.","22.63","2.1","4.03","1.99","3.43","1.66","1.98B","253.65M","15.11B","40.64 - 62.06"
"IRL","Irish Investment Fund","12.46","12.00","12.25","8,100","-0.20","","1.61","Finance","Closed-End Fund - Foreign","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.86 - 13.55"
"IRM","Iron Mountain Inc","49.40","47.43","48.30","2,576,800","-1.26","","2.54","Consumer Services","Office Equipment/Supplies/Services","54.87","1.07","0.73","5.93","5.65","2.78","1.21B","264.50M","12.81B","27.72 - 49.58"
"IRN.W","Ironnet Inc WT [Irnt.W]","1.580","1.500","1.510","39,800","-0.050","","3.21","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IRNT","Ironnet Inc","6.800","6.450","6.660","1,149,000","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IRR.U","Integrated Rail & Resources Acquisition","10.000","10.000","10.000","1,200","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"IRS","Irsa Inversiones Y Representaciones S.A.","4.500","4.260","4.270","27,400","-0.210","","4.69","Consumer Services","Homebuilding","9.25","N/A","3.03","N/A","1.09","0.38","571.80M","57.46M","263.16M","3.48 - 5.17"
